Date,Raw tweet
2023-01-25 17:14:45+00:00,"@atiku Say Amen if YOU'RE in APC. If what APC and TinubuShettima has done to this nation is a good one, may good things happen to you and all your children and unborn generations but if bad and evil, may bad and evil things happen to you and your generations"
2023-01-25 17:07:56+00:00,"@fkeyamo @ChimarokeNamani Say Amen if YOU'RE in APC. If what APC and TinubuShettima has done to this nation is a good one, may good things happen to you and all your children and unborn generations but if bad and evil, may bad and evil things happen to you and your generations"
2023-01-25 17:06:07+00:00,"@PeterPsquare Say Amen if YOU'RE in APC. If what APC and TinubuShettima has done to this nation is a good one, may good things happen to all your children and unborn generations but if bad and evil, may bad and evil things happen to ụna generations"
2023-01-25 17:03:41+00:00,"@updateboyx_ @PeterPsquare If what APC and TinubuShettima has done to this nation is a good one, may good things happen to all your children and unborn generations but if bad and evil, may bad and evil things happen to ụna generations"
2023-01-25 11:57:09+00:00,"End of Discussion....... 😇
VOTE ✅.  APC
VOTE ✅. COMPETENCE 
VOTE ✅.  PROSPERITY 
VOTE ✅.  TINUBUSHETTIMA https://t.co/HqyHncn93F"
2023-01-25 09:09:12+00:00,"PHOTOS: Tinubu's son, Seyi bags chieftaincy title in Anambra

#seyitinubu #anambra #tinubushettima #obidatti #apc #atikuokowa #likes #chieftancy

keep following For More Trending Pills https://t.co/T1s4xhrt7V"
2023-01-25 07:57:38+00:00,And the count down continue. @Tinubu_student_ @SWAM4Tinubu2023 @Progressive4BAT @TinubuShettima @Tinubu2023_ @BanireAjibola @DavidsOffor https://t.co/HoxlaQOm8H
2023-01-25 05:28:19+00:00,"We love our dear igbo people, but to trust them in power is hard, just look at emiefele ordinary governor he want rule forever.
Okowa African giant fuel #BreakingNews #BBTitans #Obidatti023 #ObiDients @endsars #tinubushettima #PDP #AtikuOkowa2023 #APC https://t.co/frLzhlkJyD"
2023-01-24 17:19:27+00:00,What he said #RenewedHope2023 #TinubuShettima https://t.co/ImzYiMUB93
2023-01-24 15:49:52+00:00,Every #TINUBUSHETTIMA follower and Progressives family knows that APC is winning the forthcoming election. This CONFIDENCE is what is sending the Obidense and Atikulooters crazy and to final oblivion.
2023-01-24 10:11:17+00:00,Obidense wey dey chop TinubuShettima airtime for TL and WhatsApp status anonymously 😅😅😅. Awon executive e-beggars https://t.co/30UlVFCEZQ
